,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,y
869,1,1,0,1,0,1,1,0,1,1,0,0,1,24.519
870,0,1,1,1,0,0,0,1,1,1,0,1,0,32.157
871,0,1,1,1,0,1,0,1,1,0,1,1,0,31.845
872,1,1,0,1,1,1,0,1,1,1,1,0,1,24.598
873,1,1,1,0,0,0,0,0,0,1,1,0,0,22.637
874,0,0,1,0,0,0,0,0,1,0,0,1,1,33.357
875,0,1,1,1,1,0,0,1,0,0,1,0,1,24.193
876,0,1,0,0,1,1,1,1,0,1,0,1,0,31.966
877,1,0,1,1,1,0,1,1,1,1,0,1,0,32.123
878,1,0,1,1,0,0,1,0,0,1,1,1,0,32.207
879,1,1,1,0,0,1,0,0,0,1,0,1,0,31.979
880,0,0,1,1,1,0,1,0,0,0,1,0,1,24.138
881,1,1,1,1,0,1,1,0,0,1,0,1,1,33.913
882,0,0,0,1,1,1,1,1,1,0,0,1,0,31.739
883,1,0,1,0,1,1,1,1,1,1,1,0,1,24.671
884,0,0,1,0,0,0,1,1,0,1,1,1,1,33.944
885,1,0,1,0,0,0,1,0,1,0,1,0,0,22.485
886,0,1,0,0,0,1,1,0,1,1,0,0,1,24.568
887,0,1,0,0,0,1,1,1,0,0,1,0,0,22.515
888,1,0,0,0,0,0,0,1,1,0,0,0,1,24.199
889,0,0,1,0,0,1,1,1,1,1,1,0,1,24.625
890,0,1,1,0,0,1,0,1,0,0,1,0,1,24.257
891,0,0,1,0,0,1,1,1,0,1,0,1,1,33.999
892,0,0,0,1,0,0,1,0,0,1,0,0,1,24.549
893,0,0,1,1,0,0,1,0,0,1,1,0,1,24.666
894,1,1,0,1,1,0,0,0,0,1,1,1,0,32.338
895,0,0,1,0,0,0,0,0,0,0,1,1,0,31.604
896,1,1,0,1,0,0,1,1,0,0,0,1,0,31.707
897,0,0,1,1,0,0,0,0,0,1,0,1,1,33.823
898,1,0,0,0,1,1,1,1,0,1,1,1,1,33.822
899,1,1,1,1,0,0,1,0,0,0,1,1,0,31.807
900,1,1,0,0,0,0,0,1,1,0,0,0,0,22.237
901,0,1,0,1,1,0,0,1,0,1,0,0,1,24.453
902,1,0,0,0,0,1,1,0,0,1,1,1,1,33.775
903,0,0,1,1,0,1,0,0,1,0,1,1,0,31.808
904,0,1,0,0,1,0,1,0,0,0,0,0,1,23.949
905,1,0,0,0,0,0,1,1,0,0,1,1,1,33.372
906,1,1,0,0,0,1,1,1,0,0,0,1,0,31.596
907,0,1,0,0,1,0,0,1,0,1,0,1,1,33.799
908,1,1,0,0,0,1,0,1,1,0,1,1,1,33.493
909,1,0,0,0,1,0,1,0,1,0,1,0,0,22.292
910,1,0,1,1,0,0,1,1,0,0,1,1,1,33.593
911,1,1,0,0,1,1,0,0,1,0,1,0,0,22.356
912,1,1,0,1,1,1,0,0,1,1,1,0,0,22.876
913,0,1,1,1,0,0,0,1,1,1,0,1,0,32.317
914,0,0,1,0,0,0,1,0,1,0,0,1,0,31.739
915,0,1,0,0,1,0,0,1,1,0,0,1,0,31.843
916,1,0,1,1,1,1,1,1,0,1,0,0,0,22.998
917,1,0,1,1,1,0,0,0,0,1,0,1,1,34.085
918,0,0,1,0,0,1,1,0,1,1,0,1,0,32.188
919,1,1,1,0,0,0,1,1,1,1,0,1,1,34.034
920,0,0,1,0,0,0,1,0,0,0,1,0,1,24.192
921,1,0,0,0,0,1,0,0,1,1,0,1,0,32.173
922,0,0,0,0,1,1,1,1,1,1,1,0,1,24.581
923,0,1,1,0,1,0,1,0,1,1,0,0,1,24.568
924,0,1,0,0,0,0,1,0,0,1,0,0,0,22.802
925,0,1,0,0,1,1,0,0,0,1,1,0,0,22.706
926,1,1,0,1,0,0,1,0,0,1,1,0,1,24.532
927,0,1,0,1,1,0,0,0,1,1,1,0,1,24.53
928,0,1,1,0,1,0,0,1,1,1,0,1,0,32.022
929,1,0,0,1,1,0,0,0,0,0,0,1,1,33.429
930,0,0,1,0,0,0,0,1,1,1,0,0,0,22.609
931,1,0,1,0,1,0,1,0,0,1,0,0,1,24.311
932,1,1,1,0,0,1,1,1,1,1,1,0,1,24.468
933,0,0,0,0,1,0,1,0,0,1,1,1,0,31.956
934,0,0,0,0,0,1,0,0,0,0,1,0,0,22.213
935,0,1,1,1,0,1,0,0,1,0,0,1,0,31.718
936,0,1,1,1,0,0,1,0,0,1,0,1,1,33.851
937,1,0,1,0,0,0,0,0,0,0,1,1,1,33.366
938,1,1,1,0,1,1,1,1,0,1,1,1,1,33.851
939,0,0,0,0,1,0,1,0,1,0,0,0,1,23.928
940,0,0,1,0,1,1,1,1,0,0,0,0,0,22.265
941,0,0,0,0,0,0,0,1,0,0,0,0,1,24.086
942,0,1,1,1,0,0,1,0,0,1,1,0,0,22.786
943,1,0,0,0,1,1,1,0,0,0,1,0,0,22.489
944,1,0,1,0,1,0,1,0,0,0,0,1,1,33.555
945,0,0,0,1,1,1,0,0,1,0,0,1,1,33.651
946,0,0,0,1,0,0,0,0,0,1,1,1,0,32.215
947,0,0,0,0,0,1,0,0,1,0,1,1,1,33.581
948,0,0,0,0,1,1,1,1,0,0,0,1,1,33.557
949,1,0,1,0,0,0,1,1,0,0,1,0,1,24.238
950,0,1,0,0,0,0,0,0,0,0,0,1,0,31.678
951,1,0,1,0,0,1,1,0,0,0,0,0,0,22.421
952,1,1,0,1,0,0,0,0,0,0,0,1,1,33.659
953,1,1,1,0,0,1,1,0,0,0,0,0,1,24.008
954,0,1,1,0,0,1,1,1,1,1,0,1,0,32.038
955,0,0,1,1,0,1,0,1,0,0,0,0,1,24.094
956,1,1,1,0,0,0,1,0,0,0,1,1,0,31.637
957,0,1,1,0,1,0,1,0,1,1,0,1,1,33.793
958,1,1,1,1,0,0,0,1,0,0,1,1,1,33.567
959,1,1,1,1,1,1,0,0,0,1,0,1,1,33.936
960,1,0,1,0,0,0,0,0,1,1,0,1,1,33.758
961,1,0,1,0,1,0,1,0,0,1,1,0,0,22.682
962,1,0,0,1,1,1,1,0,1,0,0,0,1,24.156
963,1,1,0,0,1,1,0,1,0,1,1,1,1,33.838
964,0,0,1,1,1,1,1,0,0,1,0,0,0,22.758
965,0,1,0,0,1,1,0,0,0,0,1,0,1,24.039
966,0,1,0,0,0,0,1,1,1,1,0,1,1,33.733
967,1,1,1,1,0,0,0,1,0,0,1,0,1,24.166
968,1,1,1,0,1,0,0,0,1,0,0,1,1,33.381
969,1,0,1,1,0,1,1,1,1,0,0,0,0,22.452
970,1,0,0,0,1,1,1,0,1,1,0,0,1,24.381
971,1,1,0,0,0,0,0,0,1,0,0,1,0,31.542
972,1,0,1,1,1,0,1,1,0,1,0,0,0,22.782
973,1,1,0,0,0,1,0,0,0,1,0,0,1,24.313
974,0,0,1,1,0,1,1,1,0,0,1,0,1,24.186
975,1,0,0,0,1,0,1,0,0,1,1,0,1,24.538
976,0,1,0,0,1,0,1,0,0,1,0,0,0,22.821
977,0,0,0,0,1,1,1,1,0,0,0,1,1,33.499
978,1,1,1,0,0,0,0,0,1,0,1,1,0,31.825
979,0,1,0,0,0,1,1,0,0,1,0,0,0,22.824
980,1,0,0,0,1,0,0,1,0,1,0,0,1,24.508
981,0,0,0,0,0,1,0,1,0,1,1,0,0,22.831
982,1,0,1,1,0,0,1,0,0,0,0,0,1,24.305
983,1,0,1,0,0,0,1,0,1,1,0,0,1,24.517
984,1,0,1,1,1,0,0,0,1,0,1,0,0,22.582
985,1,1,0,1,0,1,0,0,1,0,1,0,0,22.565
986,0,0,1,1,1,0,0,1,0,0,1,1,1,33.599
987,0,1,0,1,0,1,1,0,0,1,0,0,0,22.737
988,0,1,1,1,0,1,1,1,1,0,0,0,1,24.193
989,1,1,0,1,0,1,0,0,1,0,1,1,1,33.606
990,1,0,1,1,0,0,0,1,0,0,0,0,0,22.349
991,0,0,0,1,1,1,1,1,0,0,1,1,1,33.51
992,0,0,0,0,0,1,1,0,0,1,1,1,0,31.935
993,1,1,1,0,0,1,0,1,0,1,1,1,0,32.077
994,0,0,1,1,0,1,0,0,1,0,1,0,0,22.456
995,1,0,1,1,0,1,1,0,0,1,0,0,0,22.763
996,0,0,0,1,0,0,1,0,0,1,1,1,0,32.026
997,1,1,0,1,0,0,0,0,0,1,0,1,0,32.038
998,0,0,1,1,1,1,1,0,1,0,0,1,0,31.769
999,0,1,0,0,1,1,0,1,0,1,1,0,0,22.698
1000,1,0,1,0,1,0,1,1,1,1,0,1,0,31.993
1001,1,1,0,0,1,1,1,0,0,0,0,1,1,33.625
1002,0,1,1,0,0,0,0,0,0,1,0,0,1,24.311
1003,1,1,1,1,1,1,1,1,0,1,1,0,1,24.809
1004,0,1,1,1,0,0,1,1,0,1,0,0,0,22.959
1005,1,1,0,0,1,1,1,0,1,1,1,0,0,22.962
1006,0,0,0,0,1,0,1,1,0,1,1,0,0,22.842
1007,1,1,0,1,0,0,1,1,0,0,1,1,1,33.785
1008,0,0,1,0,1,0,0,1,0,0,0,1,1,33.549
1009,0,1,0,1,1,1,1,0,1,0,1,1,0,32.059
1010,1,1,1,1,1,1,1,1,1,0,0,1,1,33.859
1011,0,0,1,1,1,0,1,1,0,1,1,1,0,32.459
1012,0,1,1,0,0,1,0,1,1,0,0,1,1,33.559
1013,1,1,0,0,0,0,0,0,1,1,1,0,0,22.69
1014,0,1,0,0,0,0,0,0,0,0,0,0,0,22.183
1015,0,1,1,1,1,0,1,0,0,0,0,1,1,33.496
1016,0,0,1,0,1,0,0,0,1,1,0,1,1,33.691
1017,1,1,1,0,1,1,0,1,0,0,0,1,0,31.618
1018,1,1,0,0,1,0,1,1,1,0,1,0,0,22.362
1019,1,0,0,1,1,1,1,0,0,1,0,0,1,24.461
1020,1,0,0,0,1,0,0,1,1,1,1,0,1,24.393
1021,0,0,0,0,1,1,0,0,1,1,1,0,0,22.632
1022,0,0,0,0,1,0,1,0,0,0,0,0,0,22.156
1023,1,0,0,1,0,1,1,0,1,1,1,0,1,24.559
1024,1,0,0,1,1,1,1,1,1,1,0,0,0,22.798
1025,1,1,0,0,0,0,1,1,0,0,0,1,1,33.328
1026,0,1,0,0,0,0,1,1,0,0,1,1,1,33.433
1027,0,1,1,1,1,1,0,1,0,0,1,0,1,24.208
1028,0,0,0,0,1,0,1,0,0,1,0,0,1,24.226
1029,0,1,1,1,1,1,0,1,1,0,1,1,0,31.802
1030,0,0,0,0,0,1,0,0,1,0,0,1,1,33.291
1031,1,1,1,1,0,0,0,0,0,0,1,1,0,31.778
1032,0,1,0,0,1,1,1,1,1,0,0,1,1,33.399
1033,0,0,1,1,1,0,0,0,0,1,0,0,1,24.414
1034,1,1,1,0,0,0,1,0,0,1,0,0,0,22.836
1035,0,0,0,0,1,0,0,0,1,0,1,0,1,24.183
1036,0,1,0,1,1,0,0,1,0,0,0,0,0,22.573
1037,1,0,1,0,1,1,1,0,1,1,1,1,1,34.035
1038,0,1,1,1,1,0,0,0,1,1,1,0,1,24.755
1039,1,1,0,1,1,0,0,1,0,1,0,0,0,22.985
1040,1,1,1,1,1,1,0,0,1,1,0,1,0,32.363
1041,1,0,1,0,1,1,0,0,1,0,0,1,1,33.573
1042,1,1,0,0,0,0,0,1,1,0,1,1,1,33.592
1043,0,0,0,1,0,0,0,0,1,0,0,1,0,31.743
1044,1,1,1,0,1,0,1,1,0,1,1,0,0,22.864
1045,1,1,0,0,0,1,1,0,0,0,0,0,0,22.347
1046,0,1,1,0,0,1,0,0,1,1,0,0,1,24.341
1047,1,0,0,1,0,1,0,1,0,0,0,1,0,31.793
1048,0,0,1,0,1,0,0,1,0,0,0,0,0,22.212
1049,0,1,1,1,1,1,1,0,1,0,0,0,0,22.435
1050,1,0,0,0,0,1,0,1,1,1,1,0,0,22.699
1051,0,0,0,0,0,1,0,1,1,1,1,0,1,24.376
1052,1,0,1,0,0,0,1,0,1,1,0,1,1,33.777
1053,0,0,0,1,0,1,1,1,1,0,0,1,0,31.655
1054,1,0,0,0,1,1,0,0,1,0,0,0,1,23.962
1055,0,1,1,0,1,0,0,0,0,0,1,1,1,33.423
1056,1,1,0,0,0,1,0,1,0,0,0,1,1,33.413
1057,1,0,0,1,1,0,0,1,1,0,1,0,0,22.446
1058,0,1,0,1,0,1,0,1,1,0,0,0,1,24.158
1059,1,0,0,0,1,0,1,1,0,0,1,1,0,31.693
1060,0,0,1,1,0,1,0,0,1,0,0,1,1,33.457
1061,0,0,0,1,0,0,0,1,0,0,0,1,0,31.576
1062,1,1,0,1,0,1,0,0,0,1,0,0,1,24.446
1063,0,0,0,0,1,0,0,1,1,1,1,1,0,32.004
1064,0,1,1,0,0,0,0,0,0,0,0,1,0,31.572
1065,0,1,1,1,0,0,0,0,1,0,0,1,0,31.706
1066,1,1,0,1,0,1,0,0,1,0,1,0,0,22.438
1067,1,0,0,0,1,0,1,1,0,1,1,0,1,24.396
1068,1,0,0,1,0,0,1,1,1,0,0,1,1,33.519
1069,0,0,1,1,0,1,1,0,1,0,0,0,0,22.578
1070,0,1,1,1,1,0,0,0,1,1,1,0,1,24.733
1071,0,0,0,1,1,1,0,1,1,1,1,0,0,23.002
1072,0,1,1,0,1,1,1,1,1,1,0,0,0,22.937
1073,1,0,1,1,0,1,0,0,1,0,0,0,1,24.343
1074,1,0,0,1,1,1,1,0,0,0,1,0,1,24.382
1075,1,1,1,0,1,0,1,0,1,1,0,0,1,24.592
1076,1,0,1,0,0,1,1,0,0,1,1,0,0,22.907
1077,1,0,1,1,0,1,1,1,1,1,0,0,0,23.023
1078,0,1,0,0,1,0,0,1,0,1,0,1,1,33.919
1079,1,0,1,1,1,1,0,0,0,1,1,0,0,23.031
1080,1,0,1,1,1,1,1,0,0,1,1,1,1,34.096
1081,0,1,1,0,1,0,0,1,0,1,1,1,1,33.994
1082,1,1,0,1,0,0,1,0,0,0,0,0,0,22.398
1083,1,0,0,0,1,1,0,1,0,0,1,0,1,24.123
1084,1,0,0,0,1,0,0,0,0,0,0,0,0,22.262
1085,1,0,1,1,1,0,0,0,1,0,0,0,0,22.418
1086,1,0,0,0,0,1,1,0,0,1,0,0,1,24.318
1087,1,1,1,1,1,0,1,0,0,1,1,0,1,24.529
1088,0,0,1,0,1,0,0,0,0,0,0,0,1,23.925
1089,1,0,1,0,1,1,0,1,1,0,1,0,1,24.089
1090,0,0,1,1,0,0,0,1,1,0,1,0,0,22.439
1091,0,0,0,1,0,1,1,0,0,1,0,1,0,31.985
1092,0,1,0,1,0,1,1,1,1,1,0,0,0,22.838
1093,0,1,1,0,1,0,0,0,1,0,0,1,0,31.581
1094,0,1,0,1,1,0,0,0,1,1,0,1,0,32.088
1095,1,0,1,0,0,1,1,0,1,1,1,0,1,24.408
1096,0,0,1,1,1,1,1,1,0,0,0,0,1,24.161
1097,1,0,0,1,1,1,1,0,1,0,0,1,1,33.527
1098,0,0,0,0,0,1,0,1,1,0,0,0,0,22.176
1099,0,0,1,0,1,1,0,0,0,1,0,0,0,22.59
1100,0,0,1,0,1,0,0,1,0,0,0,1,1,33.343
1101,1,1,0,1,1,1,0,0,1,1,0,0,0,22.806
1102,0,0,0,0,1,0,0,0,1,0,0,0,0,22.141
1103,1,0,1,1,0,0,0,1,0,0,1,1,0,31.776
1104,1,0,0,1,1,1,0,1,0,1,1,0,0,22.84
1105,0,0,1,0,0,1,1,0,0,0,0,0,0,22.207
1106,0,1,1,1,0,1,1,1,1,0,1,0,0,22.489
1107,0,0,0,0,1,0,1,1,1,0,1,1,0,31.813
1108,1,1,0,0,0,1,0,1,1,1,0,0,1,24.586
1109,0,1,0,1,0,1,1,1,1,0,1,0,0,22.7
1110,0,0,0,1,0,0,1,1,1,1,0,0,1,24.625
1111,1,0,0,1,0,1,0,0,0,1,0,0,0,22.938
1112,0,0,1,1,0,0,0,0,1,1,0,1,1,34.094
1113,0,1,0,0,1,0,1,0,1,0,1,1,0,31.873
1114,0,0,0,0,1,0,0,0,1,1,1,1,0,32.186
1115,0,0,0,0,1,0,1,0,1,1,1,0,1,24.524
1116,0,1,1,1,1,1,1,0,1,0,1,0,1,24.447
1117,1,1,0,1,1,0,0,0,0,1,0,1,1,34.097
1118,1,1,0,0,1,1,0,0,1,1,1,1,0,32.229
1119,0,0,0,0,0,1,0,0,0,0,1,0,0,22.29
1120,0,1,0,1,1,0,0,0,1,0,0,0,1,24.203
1121,0,0,1,1,1,1,0,0,0,0,0,1,0,31.699
1122,0,1,0,1,1,1,1,1,1,0,1,0,1,24.237
1123,1,0,1,1,0,1,0,0,0,0,1,0,1,24.157
1124,0,0,1,0,0,0,1,1,0,1,0,0,1,24.299
1125,0,0,0,0,1,1,0,0,1,0,1,1,0,31.589
1126,1,0,0,0,1,0,1,0,1,1,0,1,1,33.726
1127,1,0,0,0,1,0,1,1,1,0,0,1,1,33.346
1128,0,0,0,1,1,0,0,1,0,0,1,1,1,33.472
1129,0,0,0,1,1,1,0,0,0,1,1,1,1,33.882
1130,1,1,0,1,0,1,0,1,0,1,1,0,0,22.842
1131,0,0,0,1,0,0,1,0,0,1,0,0,1,24.363
1132,1,1,1,0,0,0,0,0,0,1,1,1,1,33.738
1133,0,1,1,1,0,0,1,0,0,0,1,0,1,24.189
1134,0,0,0,1,0,1,0,0,1,1,1,0,0,22.764
1135,0,1,1,0,1,1,0,0,0,1,1,0,1,24.391
1136,1,1,1,1,1,0,1,0,0,1,0,0,1,24.462
1137,1,0,1,1,0,1,1,0,0,0,0,0,0,22.394
1138,0,0,1,1,0,0,0,1,0,0,0,0,1,24.099
1139,1,1,1,1,1,0,0,0,0,1,1,0,0,22.815
1140,0,0,0,0,0,0,1,1,0,1,1,1,0,31.921
1141,1,0,1,1,1,1,1,1,0,1,0,1,1,33.948
1142,0,0,0,0,1,0,1,0,0,0,1,0,0,22.233
1143,0,0,1,1,0,0,1,0,0,1,0,1,1,33.807
1144,1,1,1,1,0,0,1,1,0,1,1,0,0,22.844
1145,1,0,0,0,1,1,1,1,1,0,0,1,1,33.652
1146,0,1,1,1,0,0,1,1,0,0,0,1,0,31.941
1147,0,0,0,1,1,1,0,0,0,0,0,1,0,31.824
1148,0,1,1,1,1,1,1,0,0,0,1,0,0,22.642
1149,1,1,1,1,1,1,1,0,0,0,0,1,0,31.992
1150,0,0,0,0,1,1,0,1,0,1,1,0,0,22.847
1151,1,0,1,0,1,1,1,0,0,1,0,0,1,24.547
1152,1,1,0,1,0,1,1,1,1,0,1,0,1,24.44
1153,0,1,0,1,0,0,0,0,0,1,0,0,1,24.623
1154,1,0,1,1,0,0,1,0,1,0,0,0,1,24.347
1155,0,0,1,1,1,1,0,1,1,0,0,1,1,33.753
1156,1,0,1,0,1,0,1,1,1,0,0,0,0,22.482
1157,0,0,1,1,0,0,0,1,1,0,0,0,0,22.572
1158,0,1,1,1,1,1,1,1,0,0,0,0,0,22.576
1159,1,1,0,1,1,0,0,1,0,0,1,0,1,24.221
1160,0,1,1,1,0,1,1,0,1,0,1,0,0,22.462
1161,0,1,0,0,0,0,0,0,1,0,0,1,1,33.309
1162,1,1,1,0,0,0,0,0,0,0,0,0,1,23.949
1163,1,1,0,0,0,1,1,1,0,1,1,1,0,32.092
1164,0,1,1,0,1,1,0,0,1,1,1,1,0,32.015
1165,1,0,0,0,0,0,0,0,0,0,1,0,1,23.965
1166,1,1,0,1,1,0,1,1,0,0,1,1,0,31.838
1167,1,0,1,0,0,1,1,0,1,1,0,1,1,33.748
1168,0,1,0,1,1,1,1,0,1,0,1,0,0,22.469
1169,1,0,0,0,0,0,0,0,1,1,1,0,1,24.345
1170,0,1,0,0,1,0,1,0,0,0,0,0,1,23.955
1171,1,0,0,1,1,0,0,1,0,0,0,1,0,31.673
1172,0,1,1,0,1,1,0,1,1,1,0,1,0,31.989
1173,1,1,0,0,1,0,1,0,1,1,0,1,1,33.772
1174,1,1,0,1,1,0,1,1,1,0,1,1,0,32.061
1175,0,0,0,1,0,0,0,1,1,0,1,0,1,24.332
1176,1,0,0,1,1,1,0,0,1,1,1,1,0,32.399
1177,1,0,0,1,0,1,1,1,0,0,0,1,1,33.707
1178,0,0,1,0,0,1,0,1,1,0,1,1,1,33.645
1179,0,1,1,0,0,0,1,1,0,0,0,0,1,24.179
1180,0,1,0,1,0,0,0,1,0,1,1,1,1,34.124
1181,0,0,1,0,0,0,0,0,1,1,1,1,1,33.992
1182,1,0,1,0,0,0,1,1,1,0,1,1,1,33.68
1183,1,1,1,0,1,0,0,0,1,1,1,0,0,22.935
1184,0,0,1,1,0,1,1,0,0,1,1,0,0,23.014
1185,1,0,0,1,0,0,0,0,1,0,0,0,0,22.544
1186,0,0,1,0,1,1,0,0,0,1,0,0,1,24.516
1187,0,0,1,0,0,0,0,0,0,0,1,1,0,31.797
1188,0,1,1,0,1,0,0,0,0,0,1,1,0,31.789
1189,1,0,0,0,1,1,1,0,1,0,0,0,0,22.345
1190,1,0,0,0,0,1,0,0,1,1,0,1,1,33.882
1191,1,1,1,0,0,0,0,1,0,1,1,1,0,32.184
1192,0,1,0,0,1,0,0,1,0,1,1,1,1,33.92
1193,0,1,1,1,1,0,0,1,0,0,0,1,1,33.557
1194,0,0,1,0,1,1,1,0,0,1,0,1,1,33.747
1195,0,1,1,0,1,1,0,0,0,1,1,1,0,32.057
1196,0,0,0,1,0,0,0,0,1,0,1,1,1,33.456
1197,0,0,0,1,0,1,1,1,1,0,1,1,1,33.487
1198,0,1,0,1,0,1,0,0,1,1,1,0,0,22.83
1199,1,1,1,0,1,0,1,1,1,1,0,1,0,32.004
1200,1,1,1,0,1,1,0,0,0,1,1,1,1,33.803
1201,1,0,1,0,0,1,1,0,1,1,1,1,1,33.821
1202,0,1,1,1,1,0,0,1,1,0,1,0,0,22.469
1203,1,0,1,1,0,1,0,0,1,1,1,1,1,33.951
1204,0,0,0,0,0,0,1,1,0,1,1,0,0,22.607
1205,0,1,0,0,0,0,1,1,1,1,0,1,0,31.988
1206,1,0,0,1,0,1,0,1,1,1,0,1,1,33.887
1207,0,1,0,1,1,0,1,1,1,0,1,1,0,31.843
1208,0,0,0,1,0,1,0,1,1,1,1,1,1,33.901
1209,1,1,0,1,0,1,1,0,1,1,0,1,0,32.121
1210,1,0,1,0,1,1,1,0,1,0,1,0,1,24.048
1211,0,0,1,0,0,0,1,0,0,0,0,1,0,31.52
1212,0,1,1,0,1,1,0,1,0,0,0,0,1,23.987
1213,0,1,1,0,0,1,0,1,0,1,1,0,1,24.585
1214,1,0,1,1,0,0,1,1,1,1,1,0,1,24.738
1215,0,1,0,0,0,0,1,1,1,1,1,1,1,34.027
1216,0,1,0,1,1,1,0,0,0,1,0,0,0,22.966
1217,1,0,0,1,0,1,0,1,1,1,1,1,1,34.174
1218,1,0,1,0,1,1,0,1,1,1,0,0,0,22.875
1219,0,1,0,0,1,0,0,1,1,0,0,1,0,31.823
1220,1,1,1,1,1,0,0,0,1,1,0,1,1,34.124
1221,0,1,1,1,0,0,0,0,1,1,1,0,1,24.737
1222,0,1,0,1,1,0,1,1,0,0,0,1,0,31.923
1223,0,1,1,1,0,0,1,1,0,1,0,0,1,24.561
1224,1,1,1,0,1,1,0,1,0,1,1,0,0,22.846
1225,0,0,0,1,0,0,0,0,1,1,0,0,1,24.378
1226,1,1,1,1,0,0,0,1,1,1,1,1,0,32.203
1227,1,1,0,0,1,0,1,0,0,0,0,0,0,22.233
1228,1,1,0,1,0,1,0,1,0,1,1,0,0,22.863
1229,0,0,0,0,1,0,1,0,1,0,0,0,1,23.898
1230,1,0,1,0,0,0,0,0,0,0,1,0,0,22.248
1231,1,0,0,0,0,1,0,1,1,1,0,0,0,22.659
1232,0,1,0,1,0,1,0,0,1,0,1,0,0,22.453
1233,1,1,0,1,1,0,1,0,0,1,0,0,0,22.757
1234,1,1,0,0,1,0,0,1,1,1,0,1,1,33.765
1235,0,1,1,0,0,1,0,1,0,0,1,0,0,22.326
1236,0,1,1,1,1,1,1,0,1,1,0,1,1,34.023
1237,0,0,0,0,1,0,1,1,0,1,1,1,0,31.937
1238,0,0,0,1,0,1,0,1,0,0,1,0,1,24.123
1239,1,1,1,1,1,0,1,1,0,0,0,1,1,33.537
1240,1,0,1,1,1,0,0,1,0,0,1,1,0,31.774
1241,0,1,0,0,0,0,0,1,0,1,0,0,1,24.282
1242,0,1,0,0,1,1,1,1,0,0,0,0,1,23.994
1243,1,0,1,0,1,0,0,1,0,0,1,0,0,22.467
1244,1,0,0,1,1,1,0,0,0,0,0,0,1,24.081
1245,1,0,0,0,1,1,1,1,0,1,1,1,1,34.009
1246,1,1,1,1,0,1,1,0,1,0,1,0,0,22.699
1247,0,0,1,1,1,0,1,0,0,0,1,1,0,31.959
1248,0,0,1,1,0,1,1,1,0,1,1,1,0,32.504
1249,1,1,0,0,0,0,1,0,1,0,1,0,1,24.228
1250,1,0,1,1,1,0,0,1,0,0,1,0,1,24.352
1251,1,1,0,0,0,1,0,1,0,1,1,1,1,34.045
1252,0,1,1,0,0,0,1,0,1,1,1,1,0,32.301
1253,1,0,0,0,0,1,1,1,1,1,1,0,1,24.643
1254,1,1,0,0,0,0,1,1,0,0,0,0,0,22.419
1255,0,0,1,1,1,1,1,1,1,0,1,0,1,24.438
1256,1,0,1,1,0,0,1,1,1,0,1,0,1,24.272
1257,1,0,1,0,0,0,1,0,1,1,0,1,0,32.0
1258,0,0,0,0,1,0,1,0,0,0,0,0,0,22.139
1259,0,0,1,0,0,1,0,1,0,1,1,0,1,24.369
1260,0,1,1,1,1,0,1,1,1,0,0,1,1,33.532
1261,1,1,1,0,0,0,0,1,0,0,0,0,0,22.249
1262,0,1,0,1,0,1,0,1,1,0,1,1,0,31.811
1263,0,1,0,1,0,1,0,0,0,1,0,1,1,33.818
1264,0,1,1,1,0,0,0,0,1,1,0,0,0,22.769
1265,0,0,1,0,0,1,0,0,1,0,0,1,0,31.612
1266,1,1,0,0,0,1,1,0,1,0,0,1,0,31.607
1267,1,0,0,1,1,1,0,1,1,1,0,0,0,22.791
1268,0,0,0,1,1,0,1,1,0,1,0,1,0,32.1
1269,1,1,1,0,0,0,0,1,0,1,0,0,1,24.349
1270,0,1,0,1,1,1,0,0,1,1,1,1,0,32.176
1271,1,0,1,1,0,1,0,0,0,0,0,0,1,24.084
1272,1,0,0,0,1,0,1,1,1,0,1,0,0,22.317
1273,0,1,1,1,1,0,1,1,0,0,1,1,1,33.592
1274,1,1,1,0,0,0,1,1,1,0,1,0,0,22.358
1275,1,1,1,1,0,0,1,0,0,0,0,1,0,31.663
1276,0,0,1,0,1,0,0,1,0,1,0,0,1,24.332
1277,1,0,0,0,1,0,0,0,1,0,1,0,1,24.265
1278,1,1,1,0,0,0,1,1,1,0,0,1,0,31.846
1279,1,0,1,0,0,1,1,0,0,1,1,0,0,22.885
1280,1,1,0,1,1,0,0,1,1,0,1,1,0,32.059
1281,1,0,1,1,1,1,1,1,1,0,1,1,1,33.931
1282,1,0,0,0,1,1,0,1,1,0,0,1,0,31.834
1283,1,1,0,1,1,1,0,1,1,0,0,1,0,31.998
1284,1,1,0,0,1,1,1,1,0,1,0,0,0,22.884
1285,1,0,1,1,0,1,0,0,0,1,0,0,0,22.971
1286,1,0,0,1,1,1,1,1,1,0,0,1,1,33.755
1287,1,0,1,1,0,1,0,1,0,0,1,1,1,33.652
1288,0,0,0,0,1,0,1,0,0,1,1,0,0,22.711
1289,1,0,0,1,1,0,0,0,0,1,1,1,0,32.163
1290,1,1,0,0,0,1,1,0,1,1,0,0,1,24.365
1291,1,1,1,1,0,1,0,0,1,1,0,0,1,24.496
1292,1,0,0,0,1,1,1,1,1,0,0,0,1,24.035
1293,0,0,0,0,0,0,1,0,1,1,0,0,1,24.256
1294,1,1,0,0,0,0,1,1,1,0,1,0,1,24.071
