y,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17
28.853,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
39.141,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1
39.57,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0
37.773,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0
36.941,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0
36.952,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1
39.346,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1
29.058,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0
37.626,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
37.825,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0
29.604,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1
27.638,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0
27.681,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0
39.087,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0
27.354,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
27.773,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1
28.901,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0
28.309,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1
29.747,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1
37.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
29.442,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1
38.396,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
38.738,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1
29.266,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0
39.293,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1
39.328,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1
27.413,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1
27.571,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
28.102,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1
37.536,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1
28.953,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0
27.258,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
27.4,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1
37.57,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0
29.917,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1
29.72,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0
27.635,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1
29.851,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
28.12,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0
38.941,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0
39.341,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1
37.841,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1
39.418,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0
39.481,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1
39.316,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0
27.674,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
27.726,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0
39.515,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1
29.387,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1
27.51,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1
28.899,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0
27.779,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0
37.062,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0
28.219,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0
37.496,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1
37.472,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1
36.727,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
27.689,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1
27.421,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
37.636,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0
38.993,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0
29.386,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
36.974,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0
39.375,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
29.517,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1
27.759,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1
29.256,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0
27.446,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0
29.687,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1
27.786,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1
37.374,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
37.233,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
37.256,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1
27.544,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
27.493,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1
39.816,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0
28.733,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0
28.22,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1
29.8,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0
27.84,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0
29.203,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0
27.884,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
36.748,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0
29.132,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0
27.471,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0
37.549,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1
39.42,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0
37.382,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1
29.293,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1
27.739,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0
38.994,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0
37.092,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0
27.667,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
29.847,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1
27.863,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
38.891,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0
29.943,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0
27.567,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0
27.724,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1
28.979,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
27.153,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
27.598,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1
28.813,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0
39.036,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1
36.998,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1
28.451,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1
36.543,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
39.511,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1
27.795,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0
27.861,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1
39.343,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1
27.992,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1
27.107,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1
36.868,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0
37.165,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0
27.914,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1
27.42,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1
28.81,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0
37.041,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0
27.709,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0
27.299,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
28.842,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0
27.963,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0
39.333,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
29.439,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1
27.761,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0
39.571,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1
27.441,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0
29.827,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1
37.284,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
28.16,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1
29.46,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0
27.71,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0
37.524,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1
39.756,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0
39.059,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0
28.225,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0
38.766,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0
39.558,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1
36.822,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0
36.703,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
27.857,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
39.874,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1
37.825,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
29.756,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1
28.054,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1
28.783,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0
27.43,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
38.817,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1
38.574,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
29.667,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1
37.848,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0
37.312,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1
39.908,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1
27.92,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1
38.807,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1
29.972,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0
37.199,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0
39.505,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0
38.841,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1
39.3,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0
39.12,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0
29.59,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1
37.383,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1
37.212,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1
38.973,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
39.717,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0
38.896,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1
29.019,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1
27.638,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1
29.422,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1
39.211,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1
28.448,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1
38.507,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
39.008,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0
29.424,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1
37.255,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
37.186,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
29.583,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0
29.604,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
39.177,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0
27.685,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
29.621,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1
29.247,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1
27.026,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0
39.779,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1
39.227,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1
39.775,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1
29.868,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1
36.923,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1
37.251,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0
28.073,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1
39.676,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1
37.683,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1
29.216,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0
37.767,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0
29.511,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
39.283,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0
29.816,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1
39.936,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
36.981,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1
39.954,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1
37.312,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1
37.627,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0
39.294,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0
37.107,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1
28.34,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1
39.538,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1
37.875,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
36.662,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
29.805,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
37.165,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0
29.558,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1
38.499,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
29.409,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0
39.085,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0
27.611,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0
39.78,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0
37.402,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0
29.577,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
37.491,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1
27.956,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0
38.948,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1
29.114,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1
39.91,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1
28.935,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0
39.139,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1
28.423,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1
39.615,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1
27.688,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
37.206,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1
29.281,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0
27.241,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
39.644,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1
28.742,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
39.372,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0
39.366,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0
36.754,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
27.982,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0
27.55,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0
27.82,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1
38.479,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1
39.127,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
40.027,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0
39.273,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0
36.946,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
28.148,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0
38.99,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1
36.905,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0
29.242,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1
36.823,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0
27.723,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1
37.288,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1
39.385,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0
27.873,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0
29.548,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1
28.071,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1
29.364,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1
28.925,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
27.923,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1
29.624,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0
37.009,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0
29.947,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1
27.935,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
39.221,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1
29.207,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0
27.385,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1
37.751,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0
30.02,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0
37.563,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0
37.569,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1
39.125,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1
29.928,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0
36.59,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
27.765,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1
27.461,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1
37.323,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0
39.477,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1
28.274,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0
27.793,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1
27.545,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0
37.234,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0
37.987,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1
39.515,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1
28.069,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0
29.947,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1
38.951,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1
38.687,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0
39.37,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0
39.343,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1
39.697,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0
38.754,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0
27.159,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0
27.977,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1
27.841,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
27.898,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0
39.086,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1
39.597,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
37.489,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0
39.989,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1
27.972,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1
37.25,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
27.807,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
39.512,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1
36.87,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0
37.45,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1
39.472,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1
29.033,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0
39.074,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
29.959,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0
38.992,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1
28.245,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1
37.158,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1
28.006,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
39.174,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0
37.427,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0
27.905,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0
28.177,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
28.9,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1
29.502,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1
27.91,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0
36.768,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1
29.47,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
26.87,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
27.292,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
38.134,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
29.223,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0
27.237,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0
39.183,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1
29.912,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1
29.228,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0
27.522,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
39.332,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1
39.717,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0
37.682,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1
26.881,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0
29.678,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1
39.039,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0
29.515,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
29.16,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
27.463,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
29.443,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0
39.483,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1
29.841,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0
28.982,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0
39.042,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0
39.103,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1
29.454,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
37.964,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
28.921,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0
37.477,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0
37.681,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1
29.704,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0
36.886,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0
39.21,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1
38.865,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0
27.538,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1
39.754,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
37.671,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0
38.024,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0
39.219,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1
28.447,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
38.935,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
36.826,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
27.622,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
29.244,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1
