(55, 0);(19, 38);(1, 46);(87, 72);(90, 89);(58, 84);(29, 71);(82, 58);(26, 31);(10, 28)
20,38.079,23.022,36.359,87.966,101.863,78.772,56.719,75.452,17.088,16.401
39,82.565,47.424,51.662,48.836,51.624,19.235,14.142,48.765,51.662,60.415
32,72.732,33.615,38.601,55.082,61.351,30.017,3.606,51.196,38.471,46.530
81,51.971,62.394,80.006,27.659,44.911,45.277,58.138,13.038,56.754,73.007
40,83.361,48.754,53.075,48.052,50.488,18.111,15.556,48.374,52.887,61.774
72,36.235,53.339,72.367,42.720,59.775,53.852,58.052,27.857,46.011,62.129
19,36.497,32.000,43.863,94.763,109.225,87.207,65.765,81.688,25.962,23.770
37,46.615,18.682,36.125,57.801,70.178,46.065,29.120,47.434,16.279,30.887
76,98.270,81.320,90.139,26.401,15.652,21.633,53.235,38.471,82.006,94.763
98,63.702,79.511,97.005,27.313,42.755,54.489,73.055,19.416,73.756,90.028
37,54.083,22.204,36.346,54.231,65.215,39.115,21.541,45.541,22.825,35.468
87,86.163,79.925,92.477,8.000,9.487,29.275,58.694,22.561,78.243,92.914
84,73.926,71.589,85.866,5.000,21.840,30.529,55.082,10.198,68.797,84.119
61,60.299,47.413,61.612,28.636,41.012,24.187,33.838,21.095,45.453,60.208
82,67.624,67.417,82.565,11.180,28.160,32.558,53.759,4.000,64.008,79.624
11,72.801,21.541,15.620,77.279,84.865,53.712,22.204,71.000,30.887,30.017
50,99.126,68.425,72.180,45.804,41.231,17.000,35.000,52.010,72.111,81.492
97,98.412,93.193,105.190,19.723,7.000,39.319,70.342,34.438,91.679,106.254
6,49.000,40.162,46.271,108.374,122.381,98.793,74.632,95.603,36.892,28.284
50,5.831,46.755,65.192,78.294,94.847,81.394,71.169,63.632,36.878,47.170
78,27.459,63.325,83.006,57.706,74.967,71.840,74.411,43.186,54.406,69.231
96,77.698,81.933,97.082,10.817,23.770,42.048,67.186,16.125,78.262,94.021
96,82.855,84.172,98.494,9.000,18.028,39.850,67.007,19.799,81.123,96.602
0,55.902,33.838,36.014,106.832,119.754,94.021,67.543,95.016,33.422,20.591
81,39.699,62.514,81.584,42.426,59.682,58.694,66.219,28.018,55.009,71.028
41,68.447,36.401,45.177,46.271,53.712,24.042,12.649,41.976,39.000,49.820
5,92.650,42.379,32.249,82.219,85.709,53.339,25.000,79.555,51.478,50.249
72,61.400,57.009,72.180,19.849,34.986,28.653,44.643,10.050,53.852,69.318
26,98.372,56.436,54.120,64.846,64.195,33.526,23.195,66.573,63.000,67.912
89,35.735,75.027,94.705,61.033,78.006,79.310,84.853,47.518,66.098,80.808
53,30.067,34.928,54.406,54.037,69.642,54.231,47.508,40.311,27.019,43.046
48,7.616,45.453,63.702,79.259,95.708,81.615,70.605,64.661,35.609,45.486
77,81.043,70.456,82.462,11.662,17.029,19.925,48.508,20.616,69.354,83.600
31,92.179,52.393,52.431,58.523,59.000,27.459,18.111,59.682,58.215,64.514
27,89.493,47.676,46.872,61.392,63.127,31.016,14.142,61.270,54.009,59.481
64,33.242,45.398,64.537,46.141,62.650,52.345,52.402,31.623,38.013,54.148
67,61.188,52.802,67.469,23.324,37.014,25.632,39.560,15.133,50.220,65.368
23,40.608,13.601,30.414,79.404,92.655,68.600,46.390,67.602,6.708,13.342
52,36.125,33.061,51.971,50.210,65.215,48.374,41.881,37.202,26.476,42.755
0,112.379,62.936,52.010,90.802,90.449,59.666,39.623,91.236,71.868,70.711
67,93.771,73.000,81.025,29.000,23.345,12.728,43.909,38.079,74.330,86.452
13,70.000,18.974,15.620,75.710,83.774,53.000,21.932,69.029,28.178,28.160
76,40.817,57.079,75.802,38.601,55.785,52.202,59.203,23.770,50.160,66.370
40,25.000,27.659,46.872,70.093,85.212,66.483,52.173,56.639,17.804,31.048
51,18.439,37.736,57.306,64.900,81.006,66.370,57.385,50.606,28.178,42.202
84,49.406,65.031,83.217,32.140,49.366,51.108,63.135,18.111,58.694,74.967
3,65.000,16.031,7.280,90.250,100.344,71.063,41.231,81.253,24.352,13.038
73,26.907,56.921,76.551,53.852,71.063,65.734,67.357,39.051,48.270,63.506
82,91.093,79.812,90.785,15.811,8.246,24.187,55.362,29.000,79.196,93.086
87,62.769,69.857,86.371,18.000,35.128,41.725,60.440,6.403,65.192,81.271
100,45.177,87.846,107.541,69.231,85.586,90.355,97.622,56.921,78.772,93.145
96,90.785,88.193,101.242,12.728,10.000,38.118,67.742,26.926,86.023,101.020
60,90.139,66.219,73.600,32.450,30.017,6.325,36.359,38.833,68.096,79.649
40,17.000,36.620,54.452,79.404,95.189,78.102,63.953,65.299,26.926,36.056
60,47.265,41.976,59.008,36.797,51.614,37.054,39.205,24.597,37.577,53.488
10,45.044,37.108,44.911,104.062,118.191,95.016,71.568,91.214,33.121,26.000
74,40.706,55.036,73.682,38.275,55.362,50.596,57.009,23.409,48.260,64.498
13,87.710,39.459,33.242,74.169,77.929,45.541,17.088,71.568,47.802,49.092
40,57.974,27.659,40.262,49.649,59.908,33.287,18.601,42.048,28.653,41.037
64,72.560,56.400,68.154,23.000,31.064,13.416,35.014,22.804,55.902,69.656
100,60.208,81.025,99.182,34.540,50.010,60.828,77.473,25.456,74.545,90.796
86,88.600,80.709,92.704,11.045,7.211,28.018,58.249,25.318,79.398,93.814
64,77.524,59.548,70.214,23.537,28.636,9.220,35.511,26.173,59.666,72.918
56,19.026,41.593,61.270,61.400,77.820,65.031,58.592,46.872,32.311,46.872
78,92.892,78.645,88.685,20.125,12.042,20.881,52.555,32.249,78.645,92.022
49,7.810,44.598,63.127,77.026,93.472,79.511,68.964,62.434,34.713,45.277
98,69.029,80.604,97.329,21.095,35.903,50.000,71.063,16.492,75.584,91.761
69,70.406,58.830,71.784,18.248,29.000,18.601,40.050,17.029,57.385,71.847
23,95.520,52.154,49.193,66.483,67.007,35.511,19.925,67.119,59.076,63.348
59,86.093,62.482,70.456,31.305,31.145,2.236,33.541,36.235,64.140,75.928
77,40.497,58.138,76.942,39.294,56.515,53.488,60.605,24.515,51.088,67.268
67,95.755,74.518,82.201,30.480,23.770,14.213,44.944,39.925,76.007,87.966
0,55.326,37.216,40.012,109.202,122.430,97.201,71.176,97.098,36.069,24.166
39,82.565,47.424,51.662,48.836,51.624,19.235,14.142,48.765,51.662,60.415
19,60.803,11.000,18.248,71.784,81.492,52.402,24.166,63.640,19.313,22.847
76,68.308,63.071,77.369,13.038,27.785,26.173,47.381,9.220,60.465,75.664
62,32.757,43.417,62.586,47.170,63.506,52.154,51.088,32.802,36.014,52.154
78,81.320,71.281,83.385,10.817,16.279,20.881,49.497,20.396,70.093,84.404
56,39.013,37.014,55.444,45.277,60.465,45.044,41.869,32.202,31.048,47.297
10,98.838,50.804,42.953,78.645,80.006,48.166,25.495,78.000,59.203,60.000
87,79.706,76.479,90.139,1.000,16.279,31.016,58.034,15.811,74.061,89.185
41,57.723,28.425,41.231,48.703,59.076,32.757,19.209,41.049,29.155,41.773
55,92.000,64.900,70.937,37.736,35.128,8.544,33.422,43.417,67.543,78.237
36,84.172,47.170,50.210,51.971,54.452,22.091,13.038,51.884,51.971,59.933
87,40.608,69.231,88.527,47.000,64.070,65.742,74.027,33.377,61.294,77.058
8,49.336,25.495,31.780,97.417,110.454,85.212,59.808,85.586,24.083,13.153
77,85.866,73.410,84.528,14.866,14.318,19.026,49.477,25.495,72.835,86.683
25,30.017,37.483,51.000,94.260,109.403,89.320,70.114,80.610,30.017,30.887
63,52.612,46.174,62.290,31.241,45.804,32.388,38.949,19.925,42.544,58.181
5,51.923,27.785,32.249,100.439,113.358,87.801,61.847,88.685,27.019,14.866
2,65.215,17.000,8.062,91.548,101.710,72.471,42.638,82.462,25.000,12.806
91,39.812,75.000,94.557,55.145,72.007,74.686,82.219,41.976,66.491,81.744
51,75.107,48.918,57.801,36.125,41.437,11.402,22.361,35.355,50.606,62.370
92,82.735,81.394,95.210,5.385,15.133,35.440,63.071,18.868,78.772,94.021
41,79.246,45.651,51.225,46.390,50.220,18.028,13.892,45.618,49.336,58.830
75,87.321,73.110,83.648,17.692,15.524,17.029,48.083,27.893,72.918,86.452
15,56.569,4.472,15.232,78.791,89.588,61.522,34.015,69.376,14.213,13.000
74,54.424,56.515,73.171,24.698,41.231,36.674,49.244,10.630,52.000,68.007
100,77.421,84.770,100.449,15.811,27.857,46.957,71.449,18.682,80.623,96.566
4,57.245,19.209,20.224,94.895,106.607,79.246,51.478,84.309,22.561,6.325
34,60.745,24.207,34.785,55.082,64.498,36.125,14.866,48.010,27.203,37.643
77,60.166,60.729,76.655,18.868,35.468,33.838,50.289,5.385,56.798,72.615
30,100.170,60.017,58.669,62.241,60.531,30.871,26.019,65.000,66.121,71.840
60,5.385,54.562,73.600,75.027,92.027,82.024,75.644,60.166,44.688,56.356
61,88.204,65.299,73.239,30.529,29.017,5.000,36.235,36.620,66.888,78.746
47,8.062,46.400,64.351,81.492,97.944,83.726,72.277,66.888,36.620,45.804
26,58.669,14.765,25.495,64.514,74.431,45.967,20.224,56.436,20.000,28.018
18,38.328,28.018,39.812,92.763,106.888,84.119,61.984,80.000,22.472,19.698
25,32.696,25.710,40.804,85.586,100.005,78.294,58.138,72.622,18.028,21.213
74,81.253,68.600,80.112,14.765,18.868,16.763,45.706,22.472,67.882,81.835
46,55.731,31.906,45.891,44.385,55.606,31.385,23.345,36.125,31.241,45.000
42,14.765,38.601,56.586,79.057,95.016,78.645,65.307,64.815,28.844,38.275
69,26.926,52.202,71.784,52.202,69.260,61.984,62.482,37.336,43.738,59.211
39,16.031,42.059,58.898,85.703,101.710,85.147,70.711,71.400,32.696,39.623
16,65.000,14.318,16.155,73.763,82.735,52.802,23.022,66.272,23.259,24.739
94,42.544,77.885,97.417,55.444,72.111,76.059,84.504,42.720,69.426,84.717
29,96.566,55.902,54.708,61.685,61.131,30.364,22.000,63.514,62.073,67.720
66,91.662,70.838,79.057,28.320,24.083,10.630,42.059,36.674,72.111,84.291
86,91.417,82.420,93.941,14.036,5.000,28.071,58.941,28.284,81.394,95.603
44,79.762,48.021,54.203,43.566,47.074,14.866,17.000,43.417,51.264,61.294
66,65.924,54.203,67.720,22.136,33.941,20.616,37.483,17.464,52.498,67.119
19,52.345,0.000,19.698,76.026,87.419,60.308,34.482,66.098,9.899,13.454
90,39.825,73.498,93.005,53.085,70.000,72.450,80.156,39.812,65.115,80.505
66,80.753,63.032,73.355,22.472,25.632,8.944,38.079,27.203,63.253,76.420
23,69.771,24.331,27.203,64.777,72.236,41.340,10.817,59.135,31.145,36.401
89,44.045,70.711,89.822,44.045,61.008,64.008,73.817,30.806,63.071,79.000
42,98.858,64.257,66.219,51.971,48.836,21.260,29.967,56.569,68.884,76.968
37,93.744,56.921,58.412,53.852,53.085,22.472,22.472,56.400,61.984,69.462
88,51.088,69.007,87.281,33.015,50.040,54.083,67.119,19.925,62.514,78.772
12,45.222,25.000,33.838,94.810,108.208,83.762,59.481,82.680,22.023,14.142
96,49.092,77.782,96.881,45.891,62.290,68.505,80.156,34.015,70.114,86.006
58,85.053,61.074,69.065,31.780,32.249,1.000,32.202,36.125,62.769,74.518
3,78.645,26.401,13.153,85.000,92.027,60.415,28.636,79.006,36.235,31.780
29,37.483,14.866,33.838,73.410,86.977,63.953,44.000,61.400,5.000,19.026
80,29.155,65.192,84.865,57.428,74.673,72.422,75.743,43.046,56.321,71.197
34,78.848,40.853,44.598,53.151,57.489,25.298,7.071,51.264,45.706,53.666
5,56.824,17.804,19.416,93.536,105.209,77.833,50.120,83.006,21.378,5.099
46,39.051,27.000,45.706,53.263,67.357,47.539,37.121,41.183,21.190,37.363
2,85.428,33.615,21.024,85.147,90.708,58.523,27.295,80.505,43.267,39.812
78,89.022,76.059,86.770,16.643,12.369,20.100,51.245,28.284,75.690,89.376
80,25.179,70.328,89.944,69.354,86.579,83.934,85.000,55.036,60.828,74.330
96,49.092,77.782,96.881,45.891,62.290,68.505,80.156,34.015,70.114,86.006
47,30.083,29.411,49.041,58.728,73.817,56.089,45.695,45.453,21.095,37.014
83,57.306,65.115,82.098,22.361,39.623,42.202,57.940,8.062,60.083,76.243
27,36.235,17.000,34.713,77.466,91.241,68.425,48.042,65.192,8.062,17.720
99,53.254,80.399,99.298,43.681,59.682,67.801,81.123,32.757,73.007,89.022
96,49.649,77.647,96.690,44.911,61.294,67.676,79.612,33.106,70.064,86.000
59,16.492,45.651,65.299,62.610,79.310,68.007,62.650,47.885,36.249,50.448
8,77.801,26.401,17.464,79.630,86.331,54.626,22.847,74.108,35.847,34.059
89,74.243,75.392,90.244,6.325,23.022,35.847,60.208,10.630,72.069,87.664
39,41.231,20.000,38.833,58.822,72.125,49.769,34.482,47.424,14.765,30.676
65,86.579,66.483,75.472,26.077,25.179,7.280,39.000,32.757,67.424,79.931
62,32.757,43.417,62.586,47.170,63.506,52.154,51.088,32.802,36.014,52.154
81,51.108,62.290,80.025,28.636,45.891,46.141,58.592,14.036,56.515,72.780
26,68.447,25.000,29.682,61.814,69.462,38.833,9.487,56.143,31.000,37.577
21,35.735,27.074,40.311,89.872,104.139,81.841,60.531,77.006,20.616,20.248
80,30.806,64.195,83.815,54.452,71.701,69.570,73.553,40.050,55.543,70.711
94,78.390,80.777,95.567,8.062,21.378,39.395,65.069,15.620,77.414,93.038
32,37.802,15.264,34.886,69.203,82.735,59.933,41.110,57.306,6.083,22.091
80,71.512,67.543,81.744,8.602,24.166,27.803,51.157,9.220,64.900,80.131
68,63.348,54.562,68.884,21.471,34.828,24.166,40.025,14.560,52.202,67.231
30,25.495,34.785,50.220,87.966,103.228,83.815,66.008,74.250,26.306,30.480
35,71.840,34.886,41.049,52.086,58.523,27.459,6.325,48.270,39.051,48.021
84,48.600,65.008,83.295,33.136,50.359,51.971,63.632,19.105,58.549,74.813
10,49.244,20.125,27.514,92.914,105.646,80.000,54.424,81.413,19.416,8.000
99,103.788,97.652,109.124,25.060,10.296,42.202,73.682,39.812,96.426,110.802
85,30.150,74.706,94.366,69.029,86.145,85.381,88.091,55.082,65.307,79.057
73,55.973,56.045,72.339,23.601,39.812,34.438,47.539,10.296,51.894,67.779
40,16.155,38.275,55.866,81.025,96.897,80.050,65.924,66.843,28.653,37.202
82,86.331,76.844,88.640,11.180,10.630,24.083,54.129,24.000,75.743,90.000
77,77.201,68.264,80.994,10.198,19.849,21.471,48.094,16.763,66.708,81.271
78,75.584,68.096,81.271,9.000,20.809,23.324,49.010,14.560,66.219,80.994
77,60.166,60.729,76.655,18.868,35.468,33.838,50.289,5.385,56.798,72.615
46,99.408,66.708,69.527,49.092,45.122,19.209,32.757,54.562,70.880,79.605
1,90.802,39.357,27.000,86.006,90.427,58.052,28.071,82.377,48.877,45.891
60,73.171,53.907,64.885,27.019,34.000,11.180,31.064,26.627,54.037,67.268
0,111.508,61.984,51.010,90.521,90.355,59.439,38.949,90.802,70.937,69.721
0,84.386,32.202,18.028,87.367,93.408,61.351,29.833,82.219,42.012,37.363
37,25.456,26.907,45.607,73.593,88.600,69.260,53.600,60.208,17.029,28.792
1,106.677,56.921,46.000,88.295,89.051,57.559,35.000,87.846,65.924,64.630
81,32.802,64.560,84.119,52.345,69.584,68.007,72.835,38.013,56.089,71.449
40,43.658,21.213,39.319,56.303,69.311,46.615,31.953,45.310,17.205,32.696
79,75.895,68.964,82.219,8.000,20.248,24.187,50.010,14.318,67.007,81.835
74,61.984,58.873,74.148,18.385,34.000,29.682,46.573,8.062,55.570,71.113
68,43.012,49.092,67.186,36.359,52.802,44.147,49.204,22.023,43.174,59.439
91,51.624,72.007,90.449,35.228,52.010,57.428,70.711,22.847,65.276,81.498
21,38.949,19.105,33.601,84.646,98.290,74.793,52.612,72.402,13.000,14.213
49,55.326,34.482,48.836,41.629,53.263,30.364,25.612,33.136,33.242,47.434
1,70.937,19.698,0.000,89.844,98.843,68.505,37.537,81.884,29.155,20.125
4,60.745,15.811,13.342,91.706,102.626,74.277,45.486,81.908,22.091,7.810
55,53.000,39.000,54.452,37.216,50.210,31.145,31.623,27.459,36.401,51.478
27,29.732,29.120,44.407,86.279,101.045,80.231,61.033,73.000,21.024,24.759
69,54.818,52.202,68.359,26.173,41.677,32.894,43.863,13.928,48.301,64.078
88,43.932,69.584,88.645,43.012,60.033,62.650,72.422,29.614,62.032,78.006
88,51.856,69.029,87.207,32.016,49.041,53.254,66.648,18.974,62.650,78.918
25,56.604,11.662,24.083,66.483,76.851,48.836,23.345,57.871,17.029,25.000
44,95.635,62.241,65.192,48.765,46.390,17.804,28.302,53.038,66.483,75.133
81,38.949,62.650,81.786,43.417,60.671,59.615,66.843,29.017,55.036,71.007
93,67.676,76.158,92.542,17.088,33.136,44.822,65.734,11.180,71.512,87.596
81,86.977,76.609,88.142,12.530,10.817,23.022,53.367,25.020,75.690,89.811
6,72.180,19.849,8.602,83.199,91.389,60.539,29.206,76.164,29.732,25.318
62,24.042,45.541,65.192,55.009,71.694,61.131,58.249,40.311,36.878,52.240
73,24.083,58.310,78.000,57.723,74.953,69.635,70.434,42.953,49.336,64.133
59,100.080,73.783,79.246,39.598,32.894,16.031,41.725,47.885,76.485,87.092
91,42.720,73.546,92.892,49.163,66.008,69.354,78.409,36.139,65.490,81.154
0,68.600,19.235,5.099,92.358,102.000,72.201,41.725,83.744,27.857,16.401
22,81.939,37.121,35.805,65.069,69.426,37.108,8.062,62.362,44.181,48.508
84,55.227,65.620,83.006,25.179,42.426,45.222,60.008,11.180,60.166,76.400
1,110.145,60.729,50.000,89.286,89.275,58.249,37.537,89.471,69.642,68.593
24,86.729,43.290,41.881,63.640,66.483,34.132,11.180,62.394,50.040,54.818
61,50.359,43.681,60.133,34.059,48.600,34.132,38.275,22.472,39.825,55.543
88,76.485,75.644,89.989,3.162,20.100,33.541,59.034,12.530,72.719,88.119
62,99.247,74.632,80.808,36.797,29.732,15.524,43.278,45.618,76.942,88.006
43,30.463,26.000,45.695,62.225,77.006,57.974,45.222,49.204,17.263,33.000
86,57.983,67.897,85.053,23.022,40.200,44.822,61.098,9.849,62.642,78.848
11,104.695,57.559,50.010,79.404,79.228,48.270,30.000,80.062,65.734,67.007
6,61.400,13.038,10.296,88.238,98.793,70.093,41.049,78.848,20.881,9.849
65,19.723,50.567,70.264,59.237,76.217,67.365,64.900,44.385,41.437,56.089
3,74.250,21.932,7.280,86.122,94.154,63.135,31.623,79.158,31.828,25.962
16,84.534,37.121,32.650,71.063,75.313,42.953,13.601,68.154,45.122,47.381
79,29.411,63.569,83.217,55.579,72.835,70.214,73.593,41.110,54.818,69.871
30,32.016,21.095,38.949,77.156,91.439,69.857,51.010,64.405,11.705,21.541
25,60.033,15.232,24.739,65.146,74.793,45.967,19.416,57.315,21.024,28.302
24,72.014,27.459,29.833,63.388,70.228,38.949,7.810,58.421,34.059,39.560
52,83.054,55.803,63.008,36.688,38.471,6.083,25.942,39.051,58.138,69.203
9,54.378,13.454,18.788,89.067,100.802,73.661,46.519,78.549,17.117,1.414
41,88.119,53.712,57.280,48.384,49.041,17.263,20.000,50.220,57.974,66.648
35,97.082,59.203,59.641,56.859,55.326,25.495,24.739,59.816,64.630,71.512
31,24.331,36.056,51.614,88.091,103.470,84.433,67.030,74.277,27.459,31.890
7,63.781,12.649,7.211,85.440,95.383,66.068,36.401,76.688,21.954,14.318
65,10.050,59.034,78.237,74.330,91.482,83.295,78.715,59.481,49.204,61.270
94,72.402,78.447,94.202,13.038,28.284,42.720,65.765,12.369,74.324,90.250
43,57.271,30.000,43.174,46.819,57.428,31.765,20.518,39.051,30.232,43.278
17,89.471,43.046,38.484,70.576,73.437,41.110,15.620,68.949,50.804,53.460
71,99.298,79.398,87.201,30.529,21.024,19.105,49.930,41.485,80.709,92.849
90,35.057,79.605,99.282,70.064,87.000,88.023,92.098,56.569,70.264,84.119
95,56.569,76.026,94.191,32.985,49.254,57.489,72.918,22.204,69.584,85.843
31,47.508,12.369,30.414,64.008,76.059,50.774,30.067,53.759,11.180,24.698
96,60.877,77.318,95.005,28.460,44.407,54.452,71.868,19.105,71.386,87.664
50,61.205,38.601,51.245,38.601,48.826,24.352,23.259,32.140,38.419,51.856
76,86.585,73.246,84.077,16.279,14.866,18.000,48.765,26.683,72.863,86.556
4,111.364,62.817,53.085,87.281,86.579,56.045,37.537,88.119,71.470,71.253
5,58.310,16.125,16.492,92.130,103.470,75.664,47.508,81.933,21.024,5.385
96,96.177,91.269,103.470,17.493,6.325,38.118,68.884,32.202,89.644,104.293
21,43.417,11.180,27.586,79.881,92.763,67.956,44.721,68.425,6.403,11.045
22,54.203,5.831,21.213,71.176,82.098,54.562,28.862,61.847,12.649,19.209
83,30.463,69.080,88.769,60.133,77.318,76.217,79.981,46.011,60.083,74.733
12,43.046,36.674,45.354,102.591,116.846,94.021,71.063,89.644,32.202,26.077
26,55.227,11.402,25.020,65.924,76.551,48.918,24.187,57.070,16.000,24.839
41,17.205,35.609,53.814,77.201,92.962,75.928,62.169,63.127,25.807,35.847
56,39.013,37.014,55.444,45.277,60.465,45.044,41.869,32.202,31.048,47.297
31,88.323,48.508,49.204,57.489,59.135,27.019,14.142,57.706,54.231,60.745
29,54.589,14.142,28.071,62.769,73.498,46.228,23.000,53.935,17.263,27.586
7,80.000,28.636,18.974,80.399,86.683,54.781,23.087,75.240,38.079,36.125
63,9.434,55.000,74.330,71.169,88.233,79.158,74.243,56.303,45.222,57.775
95,67.201,77.666,94.340,19.698,35.355,47.634,68.154,13.601,72.732,88.888
60,15.811,47.011,66.648,63.071,79.850,69.029,64.008,48.301,37.577,51.662
5,94.340,44.272,34.234,82.389,85.475,53.151,25.632,80.081,53.310,52.240
79,62.769,63.246,78.918,16.125,32.894,33.422,51.662,3.000,59.481,75.240
8,67.179,14.866,7.280,82.565,91.679,61.612,31.145,74.673,24.759,20.100
29,31.064,23.259,40.311,79.931,94.366,73.007,54.000,67.007,14.318,21.954
36,58.189,24.042,36.139,53.759,63.812,36.401,17.464,46.098,26.000,37.483
72,19.235,60.415,80.062,64.761,82.000,76.295,75.452,50.010,50.990,64.846
76,39.962,57.140,75.954,39.560,56.754,53.141,59.816,24.739,50.090,66.272
0,55.731,34.670,37.014,107.415,120.416,94.810,68.447,95.525,34.059,21.471
60,13.928,48.021,67.602,64.885,81.707,71.028,65.765,50.090,38.471,52.202
67,96.747,75.286,82.801,31.241,24.042,15.000,45.486,40.853,76.851,88.730
100,47.127,84.481,104.043,59.439,75.664,81.633,91.049,47.539,75.928,91.082
88,52.631,69.065,87.144,31.016,48.042,52.431,66.189,18.028,62.801,79.076
63,18.788,48.754,68.447,60.008,76.896,67.186,63.812,45.188,39.560,54.129
34,21.587,36.249,52.631,85.428,100.955,82.565,66.189,71.505,27.203,33.242
63,68.469,53.254,65.788,24.331,34.205,16.763,34.132,21.471,52.326,66.400
95,62.482,76.655,94.021,25.298,41.304,51.624,69.893,16.401,71.063,87.321
11,99.282,51.624,44.147,77.878,79.000,47.265,25.456,77.473,59.908,61.008
20,38.079,23.022,36.359,87.966,101.863,78.772,56.719,75.452,17.088,16.401
67,73.980,59.405,71.309,20.025,28.018,14.213,38.053,21.213,58.694,72.622
18,38.897,26.019,38.013,91.439,105.418,82.365,60.017,78.816,20.616,17.889
87,37.736,70.342,89.844,52.000,69.065,70.264,77.233,38.328,61.984,77.414
90,45.453,71.568,90.609,43.105,60.000,63.632,74.061,30.083,64.031,80.006
54,6.083,47.424,66.400,73.790,90.471,78.102,69.642,59.059,37.537,49.193
31,31.241,21.633,39.699,76.420,90.785,69.462,51.039,63.600,12.083,22.472
39,93.381,57.585,59.666,52.000,51.088,20.616,23.259,54.818,62.370,70.264
18,90.874,45.011,40.719,69.871,72.250,40.012,16.279,68.710,52.612,55.579
86,46.755,67.067,85.709,37.014,54.148,56.436,67.417,23.345,60.133,76.322
0,85.913,33.838,20.025,87.207,92.892,60.729,29.428,82.389,43.600,39.294
8,53.235,17.029,22.136,91.924,104.019,77.337,50.567,81.025,18.974,3.606
24,87.664,44.283,42.720,63.789,66.370,34.059,12.083,62.769,51.039,55.785
93,81.413,81.437,95.603,6.000,17.263,37.000,64.008,17.804,78.549,93.941
66,24.597,49.649,69.289,54.231,71.169,62.514,61.400,39.395,41.000,56.321
56,47.011,38.079,55.009,39.825,54.037,37.054,36.125,28.231,34.000,49.769
72,70.093,60.902,74.330,15.524,27.659,21.260,43.105,14.142,59.034,73.783
17,45.486,13.153,26.401,84.315,97.082,71.847,47.539,72.897,10.817,7.616
70,85.329,68.680,78.772,20.809,20.616,12.000,43.012,28.636,68.884,82.073
94,70.725,77.885,93.904,14.765,30.265,43.829,66.098,12.042,73.539,89.538
1,86.052,34.132,21.000,86.145,91.679,59.481,28.284,81.498,43.829,40.025
92,65.460,74.733,91.351,18.682,35.057,45.343,65.253,10.770,69.893,86.023
54,12.042,43.600,62.968,68.476,85.000,72.111,64.078,53.852,33.838,46.819
13,65.299,13.416,12.649,77.201,86.313,56.400,26.401,69.462,23.022,22.204
51,24.331,34.928,54.626,60.000,75.802,60.407,51.894,46.011,25.962,41.195
60,55.227,44.385,59.682,31.906,45.343,29.069,34.886,22.204,41.617,56.824
21,38.013,21.095,35.228,85.913,99.725,76.538,54.589,73.498,14.866,15.556
47,36.878,28.071,47.074,53.814,68.250,49.244,39.357,41.340,21.587,37.855
35,62.298,26.401,36.401,53.600,62.650,33.971,13.416,47.011,29.411,39.825
98,52.431,79.404,98.311,43.417,59.540,67.201,80.262,32.249,72.007,88.023
60,85.147,62.370,70.725,29.967,30.265,2.236,34.015,34.828,63.812,75.822
31,50.120,13.416,30.067,62.610,74.202,48.260,27.074,52.887,13.928,26.401
4,86.608,35.341,24.187,83.024,88.074,55.785,25.020,78.918,44.777,42.426
58,3.162,53.759,72.622,76.694,93.638,83.000,75.769,61.847,43.863,55.073
34,88.527,50.289,51.856,54.818,56.080,24.083,15.811,55.570,55.579,62.769
92,67.119,75.186,91.548,16.763,33.061,44.045,64.761,10.198,70.576,86.649
39,92.396,56.648,58.898,51.624,51.039,20.248,22.361,54.203,61.392,69.354
12,107.935,61.400,54.129,79.712,78.638,48.384,32.757,81.123,69.426,71.028
87,32.016,77.414,97.062,71.000,88.051,87.920,90.907,57.219,67.978,81.597
4,80.281,28.302,16.279,83.600,90.139,58.310,26.571,78.102,38.013,34.525
45,12.207,40.460,58.796,77.389,93.536,78.090,65.970,63.008,30.610,40.817
10,78.237,27.514,20.125,77.414,83.815,52.000,20.248,72.250,36.674,36.000
90,105.005,93.606,103.586,27.166,10.000,35.341,67.119,41.773,93.381,106.963
64,44.911,45.398,63.032,36.235,51.971,40.447,44.204,22.804,40.162,56.321
33,46.530,14.318,32.388,62.266,74.518,49.739,30.265,51.865,12.207,26.420
91,41.183,74.216,93.680,52.154,69.007,72.007,80.281,39.051,65.924,81.394
84,52.697,65.276,83.024,28.160,45.398,47.707,61.270,14.142,59.439,75.710
26,56.080,12.207,25.080,65.552,76.007,48.166,23.195,56.886,17.000,25.612
41,14.142,42.190,59.464,83.762,99.850,83.744,70.036,69.405,32.650,40.460
6,90.427,40.162,30.414,81.099,85.000,52.612,23.537,78.102,49.244,48.166
71,16.763,61.587,81.123,68.884,86.122,80.062,78.230,54.129,51.971,65.192
86,94.244,84.202,95.258,17.029,4.000,28.443,59.775,31.257,83.451,97.453
60,87.144,63.891,71.847,30.887,30.067,3.606,34.886,36.401,65.513,77.337
51,78.102,51.225,59.363,36.497,40.522,9.220,23.087,36.892,53.235,64.661
2,61.911,18.028,14.036,93.941,104.848,76.420,47.434,84.119,24.021,8.944
48,9.220,43.186,61.717,76.662,93.022,78.638,67.720,62.129,33.302,43.909
54,1.414,50.931,69.527,78.294,95.079,83.096,74.330,63.506,41.037,51.624
